深度学习算法工程师（医学方向）,18K-30K,https://jobs.zhaopin.com/CZ823333640J00285349905.htm,哈工智能上海,硕士,1-3年
深度学习算法专家,20K-40K,https://jobs.zhaopin.com/CC361739523J00118515012.htm,北京汉朔科技有限公司,硕士,3-5年
深度学习优化研究员,15K-30K,https://jobs.zhaopin.com/CC420768713J00182851908.htm,祥恩股权投资管理(上海)有限公司,硕士,不限
深度学习/计算机视觉工程师,20K-40K,https://jobs.zhaopin.com/CC348270582J00062917314.htm,北京郁金香伙伴科技有限公司,硕士,3-5年
深度学习算法开发工程师,15K-30K,https://jobs.zhaopin.com/CC361739523J00118514312.htm,北京汉朔科技有限公司,硕士,1-3年
深度学习算法工程师（医学方向）,18K-30K,https://jobs.zhaopin.com/CC240031034J00213424708.htm,江苏哈工智能机器人股份有限公司,硕士,1-3年
深度学习算法工程师,30K-50K,https://jobs.zhaopin.com/CC452560912J00234217304.htm,苏州瑞仕达企业管理咨询有限公司,硕士,5-10年
机器学习/深度学习/强化学习,15K-30K,https://jobs.zhaopin.com/CZ390622320J00247594001.htm,上海远澜信息技术有限公司,本科,不限
深度机器学习工程师,30K-40K,https://jobs.zhaopin.com/CZ625320880J00366446401.htm,上海量链电子科技有限公司,本科,3-5年
机器学习算法工程师,薪资面议,https://jobs.zhaopin.com/CC000623245J00118789812.htm,大唐移动通信设备有限公司,硕士,3-5年
22989-机器学习算法工程师（上海）,薪资面议,https://jobs.zhaopin.com/CC120072290J00232080406.htm,深圳市腾讯计算机系统有限公司,不限,无经验
机器学习算法工程师,15K-30K,https://jobs.zhaopin.com/CC254462287J00125352012.htm,北京美至网络科技有限公司,本科,3-5年
机器学习系统工程师,25K-50K,https://jobs.zhaopin.com/CC405623980J00294970607.htm,上海乐言信息科技有限公司,硕士,3-5年
机器学习算法工程师 ,15K-20K,https://jobs.zhaopin.com/CC665729827J00265735807.htm,上海紫途电子商务有限公司,本科,1-3年
算法工程师,17K-30K,https://jobs.zhaopin.com/CC505661922J00364163201.htm,上海新眼光医疗器械股份有限公司,本科,3-5年
机器学习专家（Data Science）,薪资面议,https://jobs.zhaopin.com/CC136410592J00240065104.htm,上海瀚纳仕人才管理咨询有限公司,本科,3-5年
机器学习,8K-16K,https://jobs.zhaopin.com/CC701650830J00164348511.htm,三门峡崤云安全服务有限公司,本科,1-3年
推荐算法技术专家（上海）,45K-60K,https://jobs.zhaopin.com/CC548479523J00340687901.htm,上海倾听信息技术有限公司,本科,5-10年
信贷风控技术部_高级机器学习研发工程师,15K-30K,https://jobs.zhaopin.com/CC655604320J00067784609.htm,安一恒通(北京)科技有限公司,本科,1-3年
电话销售综合薪资13K+,20K-30K,https://jobs.zhaopin.com/CC623416622J00192054507.htm,学霸君1对1,不限,不限
高级机器学习算法工程师,20K-30K,https://jobs.zhaopin.com/CC655614830J00145844304.htm,上海铜秀资产管理有限公司,本科,3-5年
机器学习工程师-上海-00210,15K-20K,https://jobs.zhaopin.com/153774712253481.htm,卫宁健康科技集团股份有限公司,本科,1-3年
儿童数学思维教研主管,8K-10K,https://jobs.zhaopin.com/CC410922380J00317622207.htm,上海欣诺教育培训有限公司,本科,不限
猎头顾问助理（银行方向）,5K-10K,https://jobs.zhaopin.com/CZ583763720J00259567205.htm,上海朴觅鑫企业管理咨询有限公司,本科,不限
机器学习工程师（机器视觉方向）,8K-10K,https://jobs.zhaopin.com/CC120538502J00226896803.htm,上海微创医疗器械(集团)有限公司,本科,1-3年
图像算法工程师,20K-30K,https://jobs.zhaopin.com/CC130943075J00219531204.htm,上海英迈吉东影图像设备有限公司,本科,3-5年
机器学习算法讲师,15K-20K,https://jobs.zhaopin.com/CC839217290J00188486602.htm,上海港南建设工程有限公司,本科,1-3年
机器学习算法工程师,18K-25K,https://jobs.zhaopin.com/CC000221113J00212323108.htm,上海大唐移动通信设备有限公司,硕士,3-5年
自动驾驶机器学习科学家,40K-70K,https://jobs.zhaopin.com/CC631163030J00219191208.htm,厦门湖里区达通共创商务服务合伙企业(有限合伙),博士,不限
线上学习顾问+做五休二,6K-8K,https://jobs.zhaopin.com/CC550130632J00305079401.htm,上海奇系商务咨询有限公司,大专,1年以下
安检CT算法工程师,20K-30K,https://jobs.zhaopin.com/CC130943075J00104392604.htm,上海英迈吉东影图像设备有限公司,本科,1-3年
4SW12机器学习算法工程师,7K-14K,https://jobs.zhaopin.com/CC191763027J00260388907.htm,中国科学院上海微系统与信息技术研究所,本科,不限
图像算法工程师（汽车电子）,15K-30K,https://jobs.zhaopin.com/CC287174334J00129084302.htm,铱斯电子科技(上海)有限公司,硕士,3-5年
算法工程师（精准推荐方向）(J11718),25K-45K,https://jobs.zhaopin.com/CC555839323J00269464805.htm,上海二三四五网络科技有限公司,本科,3-5年
数据挖掘/机器学习工程师 ,15K-30K,https://jobs.zhaopin.com/CC203630516J00301435203.htm,上海易路软件有限公司,本科,3-5年
边缘计算与图像处理研究人员,8K-12K,https://jobs.zhaopin.com/CC443046216J00195515706.htm,上海物联网有限公司,硕士,不限
Python（AI人工智能）开发实习生,8K-16K,https://jobs.zhaopin.com/CC689935929J00134224912.htm,北京百知教育科技有限公司,大专,不限
行业产品经理,15K-20K,https://jobs.zhaopin.com/CZ659114530J00243225206.htm,思凯迈(福州)科技有限公司,本科,3-5年
机器学习工程师,15K-20K,https://jobs.zhaopin.com/494096937250017.htm,上海互问信息科技有限公司,本科,不限
点评平台搜索资深算法专家,薪资面议,https://jobs.zhaopin.com/CC383625322J00143614213.htm,美团点评,本科,3-5年
机器学习算法工程师,8K-10K,https://jobs.zhaopin.com/CC444456380J00295316007.htm,翼健(上海)信息科技有限公司,本科,无经验
算法工程师,10K-20K,https://jobs.zhaopin.com/CC469912010J00238095202.htm,深圳市网新新思软件有限公司,硕士,不限
00579-AI云计算平台工程师,20K-30K,https://jobs.zhaopin.com/CC280555037J00241154308.htm,云从科技,硕士,1-3年
销售代表（年底奖金 底薪4k）,10K-15K,https://jobs.zhaopin.com/CC141423108J00035010009.htm,北京社科赛斯教育科技有限公司,大专,不限
应用研发部图像专家(J10958),10K-15K,https://jobs.zhaopin.com/CC138773165J00320695605.htm,圆通速递有限公司,硕士,3-5年
00317-算法工程师（联通联合实验室）,10K-20K,https://jobs.zhaopin.com/CC280555037J00198741108.htm,云从科技,本科,1-3年
高级大数据工程师（工业能源领域）,薪资面议,https://jobs.zhaopin.com/CZ830786320J00290540001.htm,中移(上海)信息通信科技有限公司,硕士,5-10年
大数据工程师（工业能源领域）,薪资面议,https://jobs.zhaopin.com/CZ830786320J00290530501.htm,中移(上海)信息通信科技有限公司,本科,5-10年
算法工程师（工业能源领域）,薪资面议,https://jobs.zhaopin.com/CZ830786320J00290521801.htm,中移(上海)信息通信科技有限公司,本科,1-3年
AI软件栈开发工程师,薪资面议,https://jobs.zhaopin.com/CC000542945J00330595605.htm,华为技术有限公司,本科,3-5年
Python（人工智能方向）开发实习生,8K-16K,https://jobs.zhaopin.com/CC447375014J00134345612.htm,中青才智教育投资(北京)有限公司,大专,不限
高级算法工程师（工业能源领域）,薪资面议,https://jobs.zhaopin.com/CZ830786320J00290527601.htm,中移(上海)信息通信科技有限公司,硕士,5-10年
课程顾问（年底分红 餐费补助）,6K-8K,https://jobs.zhaopin.com/CC141423108J00070517109.htm,北京社科赛斯教育科技有限公司,大专,不限
人工智能工程师（工业能源领域）,薪资面议,https://jobs.zhaopin.com/CZ830786320J00290548601.htm,中移(上海)信息通信科技有限公司,本科,1-3年
高级人工智能工程师（工业能源领域）,薪资面议,https://jobs.zhaopin.com/CZ830786320J00290549601.htm,中移(上海)信息通信科技有限公司,硕士,3-5年
应用研发部语音专家(J10893),15K-20K,https://jobs.zhaopin.com/CC138773165J00316827305.htm,圆通速递有限公司,不限,3-5年
9S01智能视觉系统研究,10K-20K,https://jobs.zhaopin.com/191763027250870.htm,中国科学院上海微系统与信息技术研究所,硕士,不限
智能驾驶舱-SDK软件开发工程师,15K-30K,https://jobs.zhaopin.com/CC296832480J00352835601.htm,深圳市商汤科技有限公司,本科,1-3年
算法工程师,薪资面议,https://jobs.zhaopin.com/CC000613300J00185571203.htm,埃森哲(中国)有限公司,硕士,无经验
软件开发实习生,6K-8K,https://jobs.zhaopin.com/CC296832480J00344840401.htm,深圳市商汤科技有限公司,不限,不限
